Borough,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
BRONX,6,2014,Ever ELL,2039,296,520,25.5,1170,57.4,249,12.2,100,4.9,349,17.1
BRONX,6,2014,Current ELL,2569,259,1958,76.2,587,22.8,18,0.7,6,0.2,24,0.9
BRONX,6,2014,Never ELL,9603,288,3571,37.2,4551,47.4,929,9.7,552,5.7,1481,15.4
BRONX,6,2015,Ever ELL,2132,297,556,26.1,1139,53.4,296,13.9,141,6.6,437,20.5
BRONX,6,2015,Current ELL,2160,261,1681,77.8,454,21,19,0.9,6,0.3,25,1.2
BRONX,6,2015,Never ELL,9552,290,3689,38.6,4084,42.8,1144,12,635,6.6,1779,18.6
BRONX,6,2016,Ever ELL,1859,299,405,21.8,977,52.6,351,18.9,126,6.8,477,25.7
BRONX,6,2016,Current ELL,2033,260,1533,75.4,458,22.5,36,1.8,6,0.3,42,2.1
BRONX,6,2016,Never ELL,9369,291,3234,34.5,4096,43.7,1435,15.3,604,6.4,2039,21.8
BRONX,6,2017,Ever ELL,1999,300,443,22.2,1023,51.2,336,16.8,197,9.9,533,26.7
BRONX,6,2017,Current ELL,2120,258,1656,78.1,436,20.6,27,1.3,1,0,28,1.3
BRONX,6,2017,Never ELL,9841,291,3722,37.8,4038,41,1189,12.1,892,9.1,2081,21.1
BRONX,6,2018,Ever ELL,1788,601,349,19.5,542,30.3,507,28.4,390,21.8,897,50.2
BRONX,6,2018,Current ELL,2339,577,1796,76.8,432,18.5,97,4.1,14,0.6,111,4.7
BRONX,6,2018,Never ELL,9801,596,3353,34.2,2624,26.8,1985,20.3,1839,18.8,3824,39
BRONX,7,2014,Current ELL,2261,256,1930,85.4,311,13.8,20,0.9,0,0,20,0.9
BRONX,7,2014,Ever ELL,2557,292,970,37.9,1152,45.1,394,15.4,41,1.6,435,17
BRONX,7,2014,Never ELL,9715,286,4526,46.6,3688,38,1325,13.6,176,1.8,1501,15.5
BRONX,7,2015,Current ELL,2333,256,1988,85.2,325,13.9,20,0.9,0,0,20,0.9
BRONX,7,2015,Ever ELL,2451,293,918,37.5,1089,44.4,405,16.5,39,1.6,444,18.1
BRONX,7,2015,Never ELL,9403,287,4436,47.2,3385,36,1405,14.9,177,1.9,1582,16.8
BRONX,7,2016,Current ELL,2067,264,1623,78.5,429,20.8,15,0.7,0,0,15,0.7
BRONX,7,2016,Ever ELL,2425,303,523,21.6,1243,51.3,525,21.6,134,5.5,659,27.2
BRONX,7,2016,Never ELL,9253,297,3006,32.5,3866,41.8,1837,19.9,544,5.9,2381,25.7
BRONX,7,2017,Current ELL,2057,268,1392,67.7,632,30.7,32,1.6,1,0,33,1.6
BRONX,7,2017,Ever ELL,2074,309,254,12.2,1056,50.9,647,31.2,117,5.6,764,36.8
BRONX,7,2017,Never ELL,9218,303,2119,23,4220,45.8,2245,24.4,634,6.9,2879,31.2
BRONX,7,2018,Current ELL,2174,578,1651,75.9,479,22,44,2,0,0,44,2
BRONX,7,2018,Ever ELL,2285,602,408,17.9,1028,45,688,30.1,161,7,849,37.2
BRONX,7,2018,Never ELL,9682,597,3114,32.2,3557,36.7,2336,24.1,675,7,3011,31.1
BRONX,8,2014,Current ELL,2160,253,1803,83.5,339,15.7,18,0.8,0,0,18,0.8
BRONX,8,2014,Ever ELL,2598,293,770,29.6,1355,52.2,411,15.8,62,2.4,473,18.2
BRONX,8,2014,Never ELL,10125,289,3805,37.6,4429,43.7,1534,15.2,357,3.5,1891,18.7
BRONX,8,2015,Current ELL,2154,255,1713,79.5,414,19.2,25,1.2,2,0.1,27,1.3
BRONX,8,2015,Ever ELL,2796,296,739,26.4,1420,50.8,543,19.4,94,3.4,637,22.8
BRONX,8,2015,Never ELL,9405,290,3314,35.2,4031,42.9,1729,18.4,331,3.5,2060,21.9
BRONX,8,2016,Current ELL,2206,263,1662,75.3,511,23.2,33,1.5,0,0,33,1.5
BRONX,8,2016,Ever ELL,2692,305,387,14.4,1365,50.7,773,28.7,167,6.2,940,34.9
BRONX,8,2016,Never ELL,9097,300,2246,24.7,4016,44.1,2203,24.2,632,6.9,2835,31.2
BRONX,8,2017,Current ELL,2108,269,1365,64.8,658,31.2,79,3.7,6,0.3,85,4
BRONX,8,2017,Ever ELL,2571,311,248,9.6,1115,43.4,931,36.2,277,10.8,1208,47
BRONX,8,2017,Never ELL,9036,304,1875,20.8,3622,40.1,2635,29.2,904,10,3539,39.2
BRONX,8,2018,Current ELL,2141,577,1331,62.2,731,34.1,77,3.6,2,0.1,79,3.7
BRONX,8,2018,Ever ELL,2325,602,187,8,938,40.3,828,35.6,372,16,1200,51.6
BRONX,8,2018,Never ELL,9170,598,1661,18.1,3714,40.5,2452,26.7,1343,14.6,3795,41.4
BRONX,All Grades,2014,Ever ELL,11771,295,3793,32.2,5737,48.7,1887,16,354,3,2241,19
BRONX,All Grades,2014,Current ELL,14306,259,11390,79.6,2650,18.5,254,1.8,12,0.1,266,1.9
BRONX,All Grades,2014,Never ELL,62526,289,26564,42.5,24703,39.5,9093,14.5,2166,3.5,11259,18
BRONX,All Grades,2015,Ever ELL,12043,296,3686,30.6,5822,48.3,2090,17.4,445,3.7,2535,21
BRONX,All Grades,2015,Current ELL,13750,260,10804,78.6,2647,19.3,273,2,26,0.2,299,2.2
BRONX,All Grades,2015,Never ELL,61657,290,25598,41.5,24051,39,9562,15.5,2446,4,12008,19.5
BRONX,All Grades,2016,Ever ELL,11708,303,2493,21.3,5635,48.1,2892,24.7,688,5.9,3580,30.6
BRONX,All Grades,2016,Current ELL,13217,265,9840,74.4,3024,22.9,329,2.5,24,0.2,353,2.7
BRONX,All Grades,2016,Never ELL,61565,297,20281,32.9,24441,39.7,13079,21.2,3764,6.1,16843,27.4
BRONX,All Grades,2017,Ever ELL,10550,307,1829,17.3,4825,45.7,2994,28.4,902,8.5,3896,36.9
BRONX,All Grades,2017,Current ELL,13642,267,9556,70,3549,26,508,3.7,29,0.2,537,3.9
BRONX,All Grades,2017,Never ELL,61690,298,19471,31.6,23710,38.4,13783,22.3,4726,7.7,18509,30
BRONX,All Grades,2018,Ever ELL,10092,602,1500,14.9,3926,38.9,3319,32.9,1347,13.3,4666,46.2
BRONX,All Grades,2018,Current ELL,14580,578,9619,66,4054,27.8,844,5.8,63,0.4,907,6.2
BRONX,All Grades,2018,Never ELL,61526,596,17746,28.8,21517,35,15690,25.5,6573,10.7,22263,36.2
BROOKLYN,3,2014,Ever ELL,2436,305,644,26.4,933,38.3,775,31.8,84,3.4,859,35.3
BROOKLYN,3,2014,Current ELL,2604,272,1738,66.7,651,25,210,8.1,5,0.2,215,8.3
BROOKLYN,3,2014,Never ELL,15877,300,5572,35.1,4954,31.2,4603,29,748,4.7,5351,33.7
BROOKLYN,3,2015,Ever ELL,2254,309,503,22.3,891,39.5,733,32.5,127,5.6,860,38.2
BROOKLYN,3,2015,Current ELL,2905,276,1847,63.6,743,25.6,291,10,24,0.8,315,10.8
BROOKLYN,3,2015,Never ELL,15428,301,5187,33.6,5107,33.1,4202,27.2,932,6,5134,33.3
BROOKLYN,3,2016,Ever ELL,2414,321,239,9.9,856,35.5,1116,46.2,203,8.4,1319,54.6
BROOKLYN,3,2016,Current ELL,2954,281,1782,60.3,870,29.5,291,9.9,11,0.4,302,10.2
BROOKLYN,3,2016,Never ELL,15200,313,3583,23.6,4640,30.5,5605,36.9,1372,9,6977,45.9
BROOKLYN,3,2017,Ever ELL,1962,323,195,9.9,557,28.4,995,50.7,215,11,1210,61.7
BROOKLYN,3,2017,Current ELL,3267,283,1831,56,1004,30.7,415,12.7,17,0.5,432,13.2
BROOKLYN,3,2017,Never ELL,14500,312,3675,25.3,4069,28.1,5318,36.7,1438,9.9,6756,46.6
BROOKLYN,3,2018,Ever ELL,2322,610,104,4.5,471,20.3,1440,62,307,13.2,1747,75.2
BROOKLYN,3,2018,Current ELL,3587,588,1227,34.2,1533,42.7,793,22.1,34,0.9,827,23.1
BROOKLYN,3,2018,Never ELL,13659,602,2080,15.2,4073,29.8,6153,45,1353,9.9,7506,55
BROOKLYN,4,2014,Ever ELL,2445,310,404,16.5,1041,42.6,684,28,316,12.9,1000,40.9
BROOKLYN,4,2014,Current ELL,2756,271,1783,64.7,792,28.7,155,5.6,26,0.9,181,6.6
BROOKLYN,4,2014,Never ELL,15331,303,4374,28.5,5615,36.6,3492,22.8,1850,12.1,5342,34.8
BROOKLYN,4,2015,Current ELL,2439,271,1574,64.5,668,27.4,157,6.4,40,1.6,197,8.1
BROOKLYN,4,2015,Ever ELL,2715,309,506,18.6,1151,42.4,700,25.8,358,13.2,1058,39
BROOKLYN,4,2015,Never ELL,15046,302,4242,28.2,5573,37,3273,21.8,1958,13,5231,34.8
BROOKLYN,4,2016,Current ELL,2495,281,1376,55.2,897,36,193,7.7,29,1.2,222,8.9
BROOKLYN,4,2016,Ever ELL,2798,319,283,10.1,971,34.7,947,33.8,597,21.3,1544,55.2
BROOKLYN,4,2016,Never ELL,14880,312,2939,19.8,5049,33.9,3956,26.6,2936,19.7,6892,46.3
BROOKLYN,4,2017,Ever ELL,2720,322,195,7.2,866,31.8,1008,37.1,651,23.9,1659,61
BROOKLYN,4,2017,Current ELL,2772,277,1572,56.7,988,35.6,189,6.8,23,0.8,212,7.6
BROOKLYN,4,2017,Never ELL,14819,312,2983,20.1,4886,33,3831,25.9,3119,21,6950,46.9
BROOKLYN,4,2018,Ever ELL,2511,612,86,3.4,569,22.7,1009,40.2,847,33.7,1856,73.9
BROOKLYN,4,2018,Current ELL,2879,585,1229,42.7,1213,42.1,376,13.1,61,2.1,437,15.2
BROOKLYN,4,2018,Never ELL,13992,604,2185,15.6,4135,29.6,4030,28.8,3642,26,7672,54.8
BROOKLYN,5,2014,Current ELL,2214,265,1652,74.6,471,21.3,74,3.3,17,0.8,91,4.1
BROOKLYN,5,2014,Ever ELL,2928,308,618,21.1,1278,43.6,734,25.1,298,10.2,1032,35.2
BROOKLYN,5,2014,Never ELL,14236,303,4430,31.1,5085,35.7,3040,21.4,1681,11.8,4721,33.2
BROOKLYN,5,2015,Current ELL,2248,265,1664,74,488,21.7,86,3.8,10,0.4,96,4.3
BROOKLYN,5,2015,Ever ELL,2954,308,599,20.3,1300,44,751,25.4,304,10.3,1055,35.7
BROOKLYN,5,2015,Never ELL,13741,302,4343,31.6,4985,36.3,2860,20.8,1553,11.3,4413,32.1
BROOKLYN,5,2016,Current ELL,1965,257,1626,82.7,288,14.7,47,2.4,4,0.2,51,2.6
BROOKLYN,5,2016,Ever ELL,3306,307,796,24.1,1268,38.4,925,28,317,9.6,1242,37.6
BROOKLYN,5,2016,Never ELL,13915,304,4344,31.2,4220,30.3,3485,25,1866,13.4,5351,38.5
BROOKLYN,5,2017,Current ELL,2211,265,1676,75.8,472,21.3,59,2.7,4,0.2,63,2.8
BROOKLYN,5,2017,Ever ELL,3159,315,519,16.4,1212,38.4,959,30.4,469,14.8,1428,45.2
BROOKLYN,5,2017,Never ELL,13996,308,3976,28.4,4325,30.9,3331,23.8,2364,16.9,5695,40.7
BROOKLYN,5,2018,Current ELL,2464,580,1925,78.1,467,19,67,2.7,5,0.2,72,2.9
BROOKLYN,5,2018,Ever ELL,3122,608,453,14.5,1096,35.1,987,31.6,586,18.8,1573,50.4
BROOKLYN,5,2018,Never ELL,14048,603,4016,28.6,4182,29.8,3270,23.3,2580,18.4,5850,41.6
BROOKLYN,6,2014,Current ELL,2199,266,1501,68.3,647,29.4,41,1.9,10,0.5,51,2.3
BROOKLYN,6,2014,Ever ELL,3025,308,417,13.8,1591,52.6,540,17.9,477,15.8,1017,33.6
BROOKLYN,6,2014,Never ELL,14242,300,3840,27,6416,45,2021,14.2,1965,13.8,3986,28
BROOKLYN,6,2015,Current ELL,2000,265,1443,72.2,488,24.4,54,2.7,15,0.8,69,3.5
BROOKLYN,6,2015,Ever ELL,3185,310,501,15.7,1404,44.1,678,21.3,602,18.9,1280,40.2
BROOKLYN,6,2015,Never ELL,13457,303,3623,26.9,5247,39,2225,16.5,2362,17.6,4587,34.1
BROOKLYN,6,2016,Current ELL,1944,265,1355,69.7,529,27.2,53,2.7,7,0.4,60,3.1
BROOKLYN,6,2016,Ever ELL,3291,313,386,11.7,1414,43,856,26,635,19.3,1491,45.3
BROOKLYN,6,2016,Never ELL,13113,306,2962,22.6,4895,37.3,2870,21.9,2386,18.2,5256,40.1
BROOKLYN,6,2017,Current ELL,2008,261,1546,77,427,21.3,26,1.3,9,0.4,35,1.7
BROOKLYN,6,2017,Ever ELL,3312,312,479,14.5,1480,44.7,655,19.8,698,21.1,1353,40.9
BROOKLYN,6,2017,Never ELL,13490,303,3609,26.8,5131,38,2146,15.9,2604,19.3,4750,35.2
BROOKLYN,6,2018,Current ELL,2166,580,1510,69.7,484,22.3,146,6.7,26,1.2,172,7.9
BROOKLYN,6,2018,Ever ELL,3183,607,373,11.7,755,23.7,891,28,1164,36.6,2055,64.6
BROOKLYN,6,2018,Never ELL,13346,603,3222,24.1,3032,22.7,2766,20.7,4326,32.4,7092,53.1
BROOKLYN,7,2014,Current ELL,1824,261,1460,80,329,18,31,1.7,4,0.2,35,1.9
BROOKLYN,7,2014,Ever ELL,3630,306,758,20.9,1548,42.6,1037,28.6,287,7.9,1324,36.5
BROOKLYN,7,2014,Never ELL,14273,298,4934,34.6,5129,35.9,3223,22.6,987,6.9,4210,29.5
BROOKLYN,7,2015,Current ELL,1894,260,1546,81.6,316,16.7,32,1.7,0,0,32,1.7
BROOKLYN,7,2015,Ever ELL,3475,305,808,23.3,1427,41.1,1006,28.9,234,6.7,1240,35.7
BROOKLYN,7,2015,Never ELL,13851,298,4817,34.8,4766,34.4,3313,23.9,955,6.9,4268,30.8
BROOKLYN,7,2016,Current ELL,1691,266,1283,75.9,387,22.9,20,1.2,1,0.1,21,1.2
BROOKLYN,7,2016,Ever ELL,3596,313,463,12.9,1564,43.5,1092,30.4,477,13.3,1569,43.6
BROOKLYN,7,2016,Never ELL,13224,308,2907,22,5094,38.5,3319,25.1,1904,14.4,5223,39.5
BROOKLYN,7,2017,Current ELL,1940,273,1235,63.7,638,32.9,64,3.3,3,0.2,67,3.5
BROOKLYN,7,2017,Ever ELL,3549,319,248,7,1377,38.8,1357,38.2,567,16,1924,54.2
BROOKLYN,7,2017,Never ELL,12963,314,2028,15.6,4779,36.9,3867,29.8,2289,17.7,6156,47.5
BROOKLYN,7,2018,Current ELL,1980,580,1441,72.8,465,23.5,70,3.5,4,0.2,74,3.7
BROOKLYN,7,2018,Ever ELL,3600,608,401,11.1,1226,34.1,1304,36.2,669,18.6,1973,54.8
BROOKLYN,7,2018,Never ELL,13198,604,2884,21.9,4138,31.4,3898,29.5,2278,17.3,6176,46.8
BROOKLYN,8,2014,Current ELL,2015,256,1614,80.1,364,18.1,34,1.7,3,0.1,37,1.8
BROOKLYN,8,2014,Ever ELL,3617,304,704,19.5,1697,46.9,920,25.4,296,8.2,1216,33.6
BROOKLYN,8,2014,Never ELL,14988,300,4175,27.9,6022,40.2,3338,22.3,1453,9.7,4791,32
BROOKLYN,8,2015,Current ELL,1768,263,1283,72.6,437,24.7,47,2.7,1,0.1,48,2.7
BROOKLYN,8,2015,Ever ELL,3866,309,550,14.2,1663,43,1179,30.5,474,12.3,1653,42.8
BROOKLYN,8,2015,Never ELL,13638,302,3438,25.2,5322,39,3498,25.6,1380,10.1,4878,35.8
BROOKLYN,8,2016,Current ELL,1740,268,1225,70.4,468,26.9,46,2.6,1,0.1,47,2.7
BROOKLYN,8,2016,Ever ELL,3790,315,332,8.8,1548,40.8,1283,33.9,627,16.5,1910,50.4
BROOKLYN,8,2016,Never ELL,13153,309,2351,17.9,5086,38.7,3725,28.3,1991,15.1,5716,43.5
BROOKLYN,8,2017,Current ELL,1737,269,1150,66.2,526,30.3,56,3.2,5,0.3,61,3.5
BROOKLYN,8,2017,Ever ELL,3761,320,238,6.3,1310,34.8,1442,38.3,771,20.5,2213,58.8
BROOKLYN,8,2017,Never ELL,12682,314,1820,14.4,4219,33.3,4184,33,2459,19.4,6643,52.4
BROOKLYN,8,2018,Current ELL,1856,578,1090,58.7,669,36,88,4.7,9,0.5,97,5.2
BROOKLYN,8,2018,Ever ELL,3791,608,206,5.4,1170,30.9,1296,34.2,1119,29.5,2415,63.7
BROOKLYN,8,2018,Never ELL,12257,604,1494,12.2,4010,32.7,3474,28.3,3279,26.8,6753,55.1
BROOKLYN,All Grades,2014,Current ELL,13612,266,9748,71.6,3254,23.9,545,4,65,0.5,610,4.5
BROOKLYN,All Grades,2014,Ever ELL,18081,307,3545,19.6,8088,44.7,4690,25.9,1758,9.7,6448,35.7
BROOKLYN,All Grades,2014,Never ELL,88947,300,27325,30.7,33221,37.3,19717,22.2,8684,9.8,28401,31.9
BROOKLYN,All Grades,2015,Current ELL,13254,267,9357,70.6,3140,23.7,667,5,90,0.7,757,5.7
BROOKLYN,All Grades,2015,Ever ELL,18449,309,3467,18.8,7836,42.5,5047,27.4,2099,11.4,7146,38.7
BROOKLYN,All Grades,2015,Never ELL,85161,301,25650,30.1,31000,36.4,19371,22.7,9140,10.7,28511,33.5
BROOKLYN,All Grades,2016,Current ELL,12789,271,8647,67.6,3439,26.9,650,5.1,53,0.4,703,5.5
BROOKLYN,All Grades,2016,Ever ELL,19195,314,2499,13,7621,39.7,6219,32.4,2856,14.9,9075,47.3
BROOKLYN,All Grades,2016,Never ELL,83485,309,19086,22.9,28984,34.7,22960,27.5,12455,14.9,35415,42.4
BROOKLYN,All Grades,2017,Current ELL,13935,273,9010,64.7,4055,29.1,809,5.8,61,0.4,870,6.2
BROOKLYN,All Grades,2017,Ever ELL,18463,318,1874,10.2,6802,36.8,6416,34.8,3371,18.3,9787,53
BROOKLYN,All Grades,2017,Never ELL,82450,310,18091,21.9,27409,33.2,22677,27.5,14273,17.3,36950,44.8
BROOKLYN,All Grades,2018,Current ELL,14932,583,8422,56.4,4831,32.4,1540,10.3,139,0.9,1679,11.2
BROOKLYN,All Grades,2018,Ever ELL,18529,609,1623,8.8,5287,28.5,6927,37.4,4692,25.3,11619,62.7
BROOKLYN,All Grades,2018,Never ELL,80500,603,15881,19.7,23570,29.3,23591,29.3,17458,21.7,41049,51
MANHATTAN,3,2014,Ever ELL,740,303,206,27.8,309,41.8,202,27.3,23,3.1,225,30.4
MANHATTAN,3,2014,Current ELL,1225,270,838,68.4,288,23.5,95,7.8,4,0.3,99,8.1
MANHATTAN,3,2014,Never ELL,7137,305,2179,30.5,1956,27.4,2463,34.5,539,7.6,3002,42.1
MANHATTAN,3,2015,Ever ELL,723,306,180,24.9,313,43.3,208,28.8,22,3,230,31.8
MANHATTAN,3,2015,Current ELL,1140,270,800,70.2,270,23.7,68,6,2,0.2,70,6.1
MANHATTAN,3,2015,Never ELL,6741,309,1846,27.4,1993,29.6,2244,33.3,658,9.8,2902,43
MANHATTAN,3,2016,Ever ELL,711,320,82,11.5,243,34.2,332,46.7,54,7.6,386,54.3
MANHATTAN,3,2016,Current ELL,1055,280,640,60.7,292,27.7,118,11.2,5,0.5,123,11.7
MANHATTAN,3,2016,Never ELL,6736,320,1270,18.9,1720,25.5,2735,40.6,1011,15,3746,55.6
MANHATTAN,3,2017,Ever ELL,519,320,63,12.1,171,32.9,230,44.3,55,10.6,285,54.9
MANHATTAN,3,2017,Current ELL,1004,281,578,57.6,282,28.1,139,13.8,5,0.5,144,14.3
MANHATTAN,3,2017,Never ELL,6524,320,1232,18.9,1553,23.8,2703,41.4,1036,15.9,3739,57.3
MANHATTAN,3,2018,Ever ELL,541,611,23,4.3,125,23.1,310,57.3,83,15.3,393,72.6
MANHATTAN,3,2018,Current ELL,1061,586,419,39.5,409,38.5,223,21,10,0.9,233,22
MANHATTAN,3,2018,Never ELL,6322,607,760,12,1546,24.5,2942,46.5,1074,17,4016,63.5
MANHATTAN,4,2014,Ever ELL,856,307,152,17.8,407,47.5,211,24.6,86,10,297,34.7
MANHATTAN,4,2014,Current ELL,1323,268,899,68,330,24.9,85,6.4,9,0.7,94,7.1
MANHATTAN,4,2014,Never ELL,6768,310,1653,24.4,2099,31,1658,24.5,1358,20.1,3016,44.6
MANHATTAN,4,2015,Ever ELL,905,307,181,20,407,45,217,24,100,11,317,35
MANHATTAN,4,2015,Current ELL,1056,270,683,64.7,294,27.8,67,6.3,12,1.1,79,7.5
MANHATTAN,4,2015,Never ELL,6824,311,1534,22.5,2191,32.1,1570,23,1529,22.4,3099,45.4
MANHATTAN,4,2016,Ever ELL,845,314,92,10.9,363,43,273,32.3,117,13.8,390,46.2
MANHATTAN,4,2016,Current ELL,1004,277,595,59.3,346,34.5,59,5.9,4,0.4,63,6.3
MANHATTAN,4,2016,Never ELL,6604,317,1109,16.8,1939,29.4,1769,26.8,1787,27.1,3556,53.8
MANHATTAN,4,2017,Ever ELL,833,318,75,9,315,37.8,284,34.1,159,19.1,443,53.2
MANHATTAN,4,2017,Current ELL,881,276,511,58,318,36.1,40,4.5,12,1.4,52,5.9
MANHATTAN,4,2017,Never ELL,6430,321,959,14.9,1718,26.7,1716,26.7,2037,31.7,3753,58.4
MANHATTAN,4,2018,Ever ELL,689,608,54,7.8,194,28.2,247,35.8,194,28.2,441,64
MANHATTAN,4,2018,Current ELL,861,583,394,45.8,363,42.2,87,10.1,17,2,104,12.1
MANHATTAN,4,2018,Never ELL,6381,609,779,12.2,1567,24.6,1762,27.6,2273,35.6,4035,63.2
MANHATTAN,5,2014,Current ELL,1033,264,769,74.4,229,22.2,28,2.7,7,0.7,35,3.4
MANHATTAN,5,2014,Ever ELL,1037,307,234,22.6,473,45.6,233,22.5,97,9.4,330,31.8
MANHATTAN,5,2014,Never ELL,6122,309,1708,27.9,1857,30.3,1358,22.2,1199,19.6,2557,41.8
MANHATTAN,5,2015,Current ELL,997,262,740,74.2,215,21.6,31,3.1,11,1.1,42,4.2
MANHATTAN,5,2015,Ever ELL,1024,308,200,19.5,483,47.2,247,24.1,94,9.2,341,33.3
MANHATTAN,5,2015,Never ELL,6168,310,1588,25.7,1856,30.1,1495,24.2,1229,19.9,2724,44.2
MANHATTAN,5,2016,Current ELL,776,254,645,83.1,118,15.2,12,1.5,1,0.1,13,1.7
MANHATTAN,5,2016,Ever ELL,1052,305,279,26.5,403,38.3,284,27,86,8.2,370,35.2
MANHATTAN,5,2016,Never ELL,6353,310,1751,27.6,1575,24.8,1704,26.8,1323,20.8,3027,47.6
MANHATTAN,5,2017,Current ELL,778,265,580,74.6,174,22.4,19,2.4,5,0.6,24,3.1
MANHATTAN,5,2017,Ever ELL,888,312,156,17.6,361,40.7,256,28.8,115,13,371,41.8
MANHATTAN,5,2017,Never ELL,6044,318,1244,20.6,1632,27,1530,25.3,1638,27.1,3168,52.4
MANHATTAN,5,2018,Current ELL,785,581,574,73.1,174,22.2,35,4.5,2,0.3,37,4.7
MANHATTAN,5,2018,Ever ELL,906,608,131,14.5,320,35.3,258,28.5,197,21.7,455,50.2
MANHATTAN,5,2018,Never ELL,6142,609,1263,20.6,1467,23.9,1500,24.4,1912,31.1,3412,55.6
MANHATTAN,6,2014,Current ELL,1055,263,741,70.2,292,27.7,20,1.9,2,0.2,22,2.1
MANHATTAN,6,2014,Ever ELL,1162,306,147,12.7,686,59,195,16.8,134,11.5,329,28.3
MANHATTAN,6,2014,Never ELL,5775,306,1311,22.7,2278,39.4,938,16.2,1248,21.6,2186,37.9
MANHATTAN,6,2015,Current ELL,923,263,682,73.9,204,22.1,25,2.7,12,1.3,37,4
MANHATTAN,6,2015,Ever ELL,1200,306,236,19.7,571,47.6,219,18.3,174,14.5,393,32.8
MANHATTAN,6,2015,Never ELL,5868,309,1322,22.5,2064,35.2,1009,17.2,1473,25.1,2482,42.3
MANHATTAN,6,2016,Current ELL,804,263,563,70,229,28.5,9,1.1,3,0.4,12,1.5
MANHATTAN,6,2016,Ever ELL,1164,309,154,13.2,551,47.3,298,25.6,161,13.8,459,39.4
MANHATTAN,6,2016,Never ELL,5963,311,1109,18.6,2037,34.2,1382,23.2,1435,24.1,2817,47.2
MANHATTAN,6,2017,Current ELL,684,261,495,72.4,178,26,10,1.5,1,0.1,11,1.6
MANHATTAN,6,2017,Ever ELL,1030,309,138,13.4,530,51.5,192,18.6,170,16.5,362,35.1
MANHATTAN,6,2017,Never ELL,5891,312,1176,20,1995,33.9,1069,18.1,1651,28,2720,46.2
MANHATTAN,6,2018,Current ELL,717,578,519,72.4,142,19.8,47,6.6,9,1.3,56,7.8
MANHATTAN,6,2018,Ever ELL,926,605,116,12.5,264,28.5,274,29.6,272,29.4,546,59
MANHATTAN,6,2018,Never ELL,5998,607,1120,18.7,1150,19.2,1223,20.4,2505,41.8,3728,62.2
MANHATTAN,7,2014,Current ELL,992,259,807,81.4,168,16.9,16,1.6,1,0.1,17,1.7
MANHATTAN,7,2014,Ever ELL,1553,303,347,22.3,740,47.6,384,24.7,82,5.3,466,30
MANHATTAN,7,2014,Never ELL,5651,305,1523,27,1894,33.5,1605,28.4,629,11.1,2234,39.5
MANHATTAN,7,2015,Current ELL,908,256,727,80.1,161,17.7,19,2.1,1,0.1,20,2.2
MANHATTAN,7,2015,Ever ELL,1344,302,321,23.9,599,44.6,368,27.4,56,4.2,424,31.5
MANHATTAN,7,2015,Never ELL,5706,305,1591,27.9,1746,30.6,1714,30,655,11.5,2369,41.5
MANHATTAN,7,2016,Current ELL,798,265,610,76.4,178,22.3,8,1,2,0.3,10,1.3
MANHATTAN,7,2016,Ever ELL,1344,313,170,12.6,615,45.8,401,29.8,158,11.8,559,41.6
MANHATTAN,7,2016,Never ELL,5695,315,1025,18,1809,31.8,1680,29.5,1181,20.7,2861,50.2
MANHATTAN,7,2017,Current ELL,737,272,477,64.7,240,32.6,19,2.6,1,0.1,20,2.7
MANHATTAN,7,2017,Ever ELL,1229,317,114,9.3,481,39.1,466,37.9,168,13.7,634,51.6
MANHATTAN,7,2017,Never ELL,5670,323,648,11.4,1650,29.1,1772,31.3,1600,28.2,3372,59.5
MANHATTAN,7,2018,Current ELL,664,578,492,74.1,147,22.1,22,3.3,3,0.5,25,3.8
MANHATTAN,7,2018,Ever ELL,1144,607,123,10.8,415,36.3,432,37.8,174,15.2,606,53
MANHATTAN,7,2018,Never ELL,5856,608,1017,17.4,1542,26.3,1822,31.1,1475,25.2,3297,56.3
MANHATTAN,8,2014,Current ELL,1004,256,794,79.1,201,20,7,0.7,2,0.2,9,0.9
MANHATTAN,8,2014,Ever ELL,1759,302,373,21.2,870,49.5,396,22.5,120,6.8,516,29.3
MANHATTAN,8,2014,Never ELL,5897,305,1403,23.8,2170,36.8,1474,25,850,14.4,2324,39.4
MANHATTAN,8,2015,Current ELL,927,260,687,74.1,212,22.9,27,2.9,1,0.1,28,3
MANHATTAN,8,2015,Ever ELL,1672,305,291,17.4,768,45.9,475,28.4,138,8.3,613,36.7
MANHATTAN,8,2015,Never ELL,5499,307,1134,20.6,1876,34.1,1652,30,837,15.2,2489,45.3
MANHATTAN,8,2016,Current ELL,858,265,631,73.5,210,24.5,17,2,0,0,17,2
MANHATTAN,8,2016,Ever ELL,1470,314,129,8.8,633,43.1,521,35.4,187,12.7,708,48.2
MANHATTAN,8,2016,Never ELL,5482,314,879,16,1768,32.3,1668,30.4,1167,21.3,2835,51.7
MANHATTAN,8,2017,Current ELL,747,267,505,67.6,223,29.9,17,2.3,2,0.3,19,2.5
MANHATTAN,8,2017,Ever ELL,1355,319,94,6.9,460,33.9,539,39.8,262,19.3,801,59.1
MANHATTAN,8,2017,Never ELL,5305,319,667,12.6,1525,28.7,1778,33.5,1335,25.2,3113,58.7
