Borough,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
BRONX,All Grades,2014,Asian,3810,304,987,25.9,1414,37.1,1008,26.5,401,10.5,1409,37
BRONX,All Grades,2014,Black,25030,284,12062,48.2,9503,38,2896,11.6,569,2.3,3465,13.8
BRONX,All Grades,2014,Hispanic,55449,283,27350,49.3,20513,37,6367,11.5,1219,2.2,7586,13.7
BRONX,All Grades,2015,White,3657,300,1099,30.1,1362,37.2,852,23.3,344,9.4,1196,32.7
BRONX,All Grades,2015,Asian,3841,306,870,22.7,1443,37.6,1031,26.8,497,12.9,1528,39.8
BRONX,All Grades,2015,Black,24197,285,11470,47.4,8987,37.1,3125,12.9,615,2.5,3740,15.5
BRONX,All Grades,2015,Hispanic,55003,284,26365,47.9,20431,37.1,6787,12.3,1420,2.6,8207,14.9
BRONX,All Grades,2016,White,3670,306,915,24.9,1266,34.5,1003,27.3,486,13.2,1489,40.6
BRONX,All Grades,2016,Asian,3834,311,799,20.8,1251,32.6,1170,30.5,614,16,1784,46.5
BRONX,All Grades,2016,Black,23426,293,8868,37.9,9267,39.6,4257,18.2,1034,4.4,5291,22.6
BRONX,All Grades,2016,Hispanic,54655,291,21739,39.8,20964,38.4,9671,17.7,2281,4.2,11952,21.9
BRONX,All Grades,2017,White,3613,307,842,23.3,1224,33.9,1019,28.2,528,14.6,1547,42.8
BRONX,All Grades,2017,Asian,3887,313,776,20,1178,30.3,1157,29.8,776,20,1933,49.7
BRONX,All Grades,2017,Black,22749,294,8169,35.9,8815,38.7,4446,19.5,1319,5.8,5765,25.3
BRONX,All Grades,2017,Hispanic,54599,292,20754,38,20473,37.5,10427,19.1,2945,5.4,13372,24.5
BRONX,All Grades,2018,White,3932,600,978,24.9,1133,28.8,1092,27.8,729,18.5,1821,46.3
BRONX,All Grades,2018,Asian,3960,604,765,19.3,971,24.5,1252,31.6,972,24.5,2224,56.2
BRONX,All Grades,2018,Black,22320,594,7479,33.5,7991,35.8,5040,22.6,1810,8.1,6850,30.7
BRONX,All Grades,2018,Hispanic,54848,593,19326,35.2,19011,34.7,12183,22.2,4328,7.9,16511,30.1
BROOKLYN,3,2013,Asian,3400,309,871,25.6,1112,32.7,1200,35.3,217,6.4,1417,41.7
BROOKLYN,3,2013,White,3882,313,828,21.3,1185,30.5,1553,40,316,8.1,1869,48.1
BROOKLYN,3,2013,Hispanic,6346,290,2973,46.8,2210,34.8,1090,17.2,73,1.2,1163,18.3
BROOKLYN,3,2013,Black,7753,289,3734,48.2,2625,33.9,1306,16.8,88,1.1,1394,18
BROOKLYN,3,2014,Asian,3444,309,878,25.5,1004,29.2,1322,38.4,240,7,1562,45.4
BROOKLYN,3,2014,White,3775,314,801,21.2,1030,27.3,1581,41.9,363,9.6,1944,51.5
BROOKLYN,3,2014,Hispanic,6313,290,2886,45.7,2107,33.4,1216,19.3,104,1.6,1320,20.9
BROOKLYN,3,2014,Black,7136,288,3326,46.6,2335,32.7,1366,19.1,109,1.5,1475,20.7
BROOKLYN,3,2015,Asian,3730,311,904,24.2,1176,31.5,1297,34.8,353,9.5,1650,44.2
BROOKLYN,3,2015,White,3776,314,751,19.9,1161,30.7,1430,37.9,434,11.5,1864,49.4
BROOKLYN,3,2015,Hispanic,6278,290,2803,44.6,2168,34.5,1180,18.8,127,2,1307,20.8
BROOKLYN,3,2015,Black,6533,290,2999,45.9,2158,33,1233,18.9,143,2.2,1376,21.1
BROOKLYN,3,2016,White,3811,325,538,14.1,909,23.9,1769,46.4,595,15.6,2364,62
BROOKLYN,3,2016,Asian,3873,320,662,17.1,1058,27.3,1692,43.7,461,11.9,2153,55.6
BROOKLYN,3,2016,Hispanic,6191,300,2208,35.7,2104,34,1661,26.8,218,3.5,1879,30.4
BROOKLYN,3,2016,Black,6327,302,2120,33.5,2189,34.6,1756,27.8,262,4.1,2018,31.9
BROOKLYN,3,2017,White,3771,322,608,16.1,853,22.6,1730,45.9,580,15.4,2310,61.3
BROOKLYN,3,2017,Asian,3897,317,780,20,1026,26.3,1607,41.2,484,12.4,2091,53.7
BROOKLYN,3,2017,Black,5770,301,2062,35.7,1828,31.7,1590,27.6,290,5,1880,32.6
BROOKLYN,3,2017,Hispanic,5949,300,2188,36.8,1833,30.8,1651,27.8,277,4.7,1928,32.4
BROOKLYN,3,2018,Asian,3852,607,413,10.7,947,24.6,1959,50.9,533,13.8,2492,64.7
BROOKLYN,3,2018,White,4012,608,361,9,918,22.9,2150,53.6,583,14.5,2733,68.1
BROOKLYN,3,2018,Black,5391,595,1298,24.1,1955,36.3,1895,35.2,243,4.5,2138,39.7
BROOKLYN,3,2018,Hispanic,5910,596,1285,21.7,2149,36.4,2193,37.1,283,4.8,2476,41.9
BROOKLYN,4,2013,Asian,3177,309,652,20.5,1209,38.1,827,26,489,15.4,1316,41.4
BROOKLYN,4,2013,White,3769,314,655,17.4,1275,33.8,1094,29,745,19.8,1839,48.8
BROOKLYN,4,2013,Hispanic,6073,289,2525,41.6,2436,40.1,857,14.1,255,4.2,1112,18.3
BROOKLYN,4,2013,Black,7802,290,3101,39.7,3256,41.7,1131,14.5,314,4,1445,18.5
BROOKLYN,4,2014,Asian,3447,311,689,20,1145,33.2,950,27.6,663,19.2,1613,46.8
BROOKLYN,4,2014,White,3687,316,612,16.6,1120,30.4,1121,30.4,834,22.6,1955,53
BROOKLYN,4,2014,Hispanic,6080,290,2461,40.5,2350,38.7,973,16,296,4.9,1269,20.9
BROOKLYN,4,2014,Black,7124,292,2759,38.7,2766,38.8,1236,17.3,363,5.1,1599,22.4
BROOKLYN,4,2015,Asian,3441,313,690,20.1,1074,31.2,944,27.4,733,21.3,1677,48.7
BROOKLYN,4,2015,White,3593,316,605,16.8,1119,31.1,1007,28,862,24,1869,52
BROOKLYN,4,2015,Hispanic,6116,291,2364,38.7,2426,39.7,1001,16.4,325,5.3,1326,21.7
BROOKLYN,4,2015,Black,6799,291,2607,38.3,2704,39.8,1110,16.3,378,5.6,1488,21.9
BROOKLYN,4,2016,White,3712,323,439,11.8,923,24.9,1145,30.8,1205,32.5,2350,63.3
BROOKLYN,4,2016,Asian,3741,319,534,14.3,1082,28.9,1099,29.4,1026,27.4,2125,56.8
BROOKLYN,4,2016,Hispanic,6148,301,1773,28.8,2365,38.5,1384,22.5,626,10.2,2010,32.7
BROOKLYN,4,2016,Black,6305,302,1804,28.6,2462,39,1401,22.2,638,10.1,2039,32.3
BROOKLYN,4,2017,White,3784,323,493,13,911,24.1,1137,30,1243,32.8,2380,62.9
BROOKLYN,4,2017,Asian,3888,320,589,15.1,1058,27.2,1094,28.1,1147,29.5,2241,57.6
BROOKLYN,4,2017,Hispanic,6106,299,1873,30.7,2282,37.4,1309,21.4,642,10.5,1951,32
BROOKLYN,4,2017,Black,6170,301,1731,28.1,2377,38.5,1393,22.6,669,10.8,2062,33.4
BROOKLYN,4,2018,White,3706,610,372,10,809,21.8,1137,30.7,1388,37.5,2525,68.1
BROOKLYN,4,2018,Asian,3891,609,436,11.2,913,23.5,1186,30.5,1356,34.8,2542,65.3
BROOKLYN,4,2018,Black,5682,597,1320,23.2,2005,35.3,1462,25.7,895,15.8,2357,41.5
BROOKLYN,4,2018,Hispanic,5789,597,1336,23.1,2111,36.5,1533,26.5,809,14,2342,40.5
BROOKLYN,5,2013,Asian,3072,312,666,21.7,991,32.3,898,29.2,517,16.8,1415,46.1
BROOKLYN,5,2013,White,3397,316,652,19.2,1034,30.4,1075,31.6,636,18.7,1711,50.4
BROOKLYN,5,2013,Hispanic,6115,291,2716,44.4,2294,37.5,890,14.6,215,3.5,1105,18.1
BROOKLYN,5,2013,Black,7818,292,3334,42.6,2919,37.3,1259,16.1,306,3.9,1565,20
BROOKLYN,5,2014,Asian,3197,309,763,23.9,1087,34,809,25.3,538,16.8,1347,42.1
BROOKLYN,5,2014,White,3523,317,617,17.5,1070,30.4,1051,29.8,785,22.3,1836,52.1
BROOKLYN,5,2014,Hispanic,5785,291,2447,42.3,2150,37.2,913,15.8,275,4.8,1188,20.5
BROOKLYN,5,2014,Black,6715,292,2823,42,2478,36.9,1039,15.5,375,5.6,1414,21.1
BROOKLYN,5,2015,White,3363,314,638,19,1099,32.7,959,28.5,667,19.8,1626,48.3
BROOKLYN,5,2015,Asian,3442,311,737,21.4,1098,31.9,997,29,610,17.7,1607,46.7
BROOKLYN,5,2015,Hispanic,5735,290,2488,43.4,2101,36.6,861,15,285,5,1146,20
BROOKLYN,5,2015,Black,6225,290,2692,43.2,2420,38.9,838,13.5,275,4.4,1113,17.9
BROOKLYN,5,2016,White,3423,316,685,20,894,26.1,1071,31.3,773,22.6,1844,53.9
BROOKLYN,5,2016,Asian,3489,309,888,25.5,979,28.1,978,28,644,18.5,1622,46.5
BROOKLYN,5,2016,Hispanic,5849,291,2557,43.7,1853,31.7,1119,19.1,320,5.5,1439,24.6
BROOKLYN,5,2016,Black,6163,293,2550,41.4,1992,32.3,1226,19.9,395,6.4,1621,26.3
BROOKLYN,5,2017,White,3625,319,632,17.4,958,26.4,1088,30,947,26.1,2035,56.1
BROOKLYN,5,2017,Asian,3742,315,784,21,1040,27.8,1097,29.3,821,21.9,1918,51.3
BROOKLYN,5,2017,Black,5838,295,2344,40.2,1931,33.1,1038,17.8,525,9,1563,26.8
BROOKLYN,5,2017,Hispanic,5875,295,2326,39.6,2001,34.1,1069,18.2,479,8.2,1548,26.3
BROOKLYN,5,2018,White,3750,609,705,18.8,923,24.6,1036,27.6,1086,29,2122,56.6
BROOKLYN,5,2018,Asian,3845,607,828,21.5,974,25.3,1015,26.4,1028,26.7,2043,53.1
BROOKLYN,5,2018,Black,5795,596,2348,40.5,1869,32.3,1078,18.6,500,8.6,1578,27.2
BROOKLYN,5,2018,Hispanic,5873,596,2412,41.1,1878,32,1104,18.8,479,8.2,1583,27
BROOKLYN,6,2013,Asian,3039,308,648,21.3,1128,37.1,585,19.2,678,22.3,1263,41.6
BROOKLYN,6,2013,White,3188,312,579,18.2,1164,36.5,651,20.4,794,24.9,1445,45.3
BROOKLYN,6,2013,Hispanic,5785,286,2469,42.7,2504,43.3,560,9.7,252,4.4,812,14
BROOKLYN,6,2013,Black,8203,287,3450,42.1,3483,42.5,832,10.1,438,5.3,1270,15.5
BROOKLYN,6,2014,Asian,3048,311,555,18.2,1144,37.5,619,20.3,730,24,1349,44.3
BROOKLYN,6,2014,White,3155,315,425,13.5,1202,38.1,628,19.9,900,28.5,1528,48.4
BROOKLYN,6,2014,Hispanic,5766,289,2095,36.3,2760,47.9,590,10.2,321,5.6,911,15.8
BROOKLYN,6,2014,Black,7360,290,2641,35.9,3497,47.5,743,10.1,479,6.5,1222,16.6
BROOKLYN,6,2015,Asian,3168,313,597,18.8,978,30.9,699,22.1,894,28.2,1593,50.3
BROOKLYN,6,2015,White,3413,317,509,14.9,1086,31.8,749,21.9,1069,31.3,1818,53.3
BROOKLYN,6,2015,Hispanic,5443,291,2017,37.1,2315,42.5,680,12.5,431,7.9,1111,20.4
BROOKLYN,6,2015,Black,6378,292,2383,37.4,2680,42,789,12.4,526,8.2,1315,20.6
BROOKLYN,6,2016,White,3384,318,458,13.5,974,28.8,939,27.7,1013,29.9,1952,57.7
BROOKLYN,6,2016,Asian,3389,317,478,14.1,1042,30.7,837,24.7,1032,30.5,1869,55.1
BROOKLYN,6,2016,Hispanic,5472,293,1840,33.6,2287,41.8,930,17,415,7.6,1345,24.6
BROOKLYN,6,2016,Black,5852,294,1885,32.2,2461,42.1,1000,17.1,506,8.6,1506,25.7
BROOKLYN,6,2017,White,3403,317,543,16,1042,30.6,653,19.2,1165,34.2,1818,53.4
BROOKLYN,6,2017,Asian,3450,314,649,18.8,1029,29.8,674,19.5,1098,31.8,1772,51.4
BROOKLYN,6,2017,Hispanic,5647,291,2096,37.1,2347,41.6,711,12.6,493,8.7,1204,21.3
BROOKLYN,6,2017,Black,6011,290,2282,38,2527,42,737,12.3,465,7.7,1202,20
BROOKLYN,6,2018,White,3449,610,506,14.7,536,15.5,752,21.8,1655,48,2407,69.8
BROOKLYN,6,2018,Asian,3647,608,621,17,624,17.1,737,20.2,1665,45.7,2402,65.9
BROOKLYN,6,2018,Hispanic,5600,596,1888,33.7,1473,26.3,1223,21.8,1016,18.1,2239,40
BROOKLYN,6,2018,Black,5691,595,2043,35.9,1562,27.4,1035,18.2,1051,18.5,2086,36.7
BROOKLYN,7,2013,White,3093,311,664,21.5,1000,32.3,920,29.7,509,16.5,1429,46.2
BROOKLYN,7,2013,Asian,3132,310,686,21.9,957,30.6,1009,32.2,480,15.3,1489,47.5
BROOKLYN,7,2013,Hispanic,5909,288,2677,45.3,2275,38.5,814,13.8,143,2.4,957,16.2
BROOKLYN,7,2013,Black,8574,289,3757,43.8,3367,39.3,1226,14.3,224,2.6,1450,16.9
BROOKLYN,7,2014,Asian,3062,311,619,20.2,915,29.9,1058,34.6,470,15.3,1528,49.9
BROOKLYN,7,2014,White,3095,314,570,18.4,928,30,1106,35.7,491,15.9,1597,51.6
BROOKLYN,7,2014,Hispanic,5621,288,2442,43.4,2191,39,861,15.3,127,2.3,988,17.6
BROOKLYN,7,2014,Black,7816,288,3483,44.6,2913,37.3,1234,15.8,186,2.4,1420,18.2
BROOKLYN,7,2015,Asian,3084,310,676,21.9,866,28.1,1117,36.2,425,13.8,1542,50
BROOKLYN,7,2015,White,3179,313,589,18.5,916,28.8,1193,37.5,481,15.1,1674,52.7
BROOKLYN,7,2015,Hispanic,5591,288,2523,45.1,2065,36.9,881,15.8,122,2.2,1003,17.9
BROOKLYN,7,2015,Black,7219,287,3321,46,2618,36.3,1130,15.7,150,2.1,1280,17.7
BROOKLYN,7,2016,Asian,3207,316,513,16,988,30.8,1009,31.5,697,21.7,1706,53.2
BROOKLYN,7,2016,White,3435,322,426,12.4,966,28.1,1113,32.4,930,27.1,2043,59.5
BROOKLYN,7,2016,Hispanic,5353,297,1710,31.9,2262,42.3,1043,19.5,338,6.3,1381,25.8
BROOKLYN,7,2016,Black,6285,298,1958,31.2,2762,43.9,1193,19,372,5.9,1565,24.9
BROOKLYN,7,2017,Asian,3431,323,395,11.5,850,24.8,1241,36.2,945,27.5,2186,63.7
BROOKLYN,7,2017,White,3490,325,381,10.9,897,25.7,1178,33.8,1034,29.6,2212,63.4
BROOKLYN,7,2017,Hispanic,5481,302,1375,25.1,2370,43.2,1346,24.6,390,7.1,1736,31.7
BROOKLYN,7,2017,Black,5797,303,1330,22.9,2604,44.9,1443,24.9,420,7.2,1863,32.1
BROOKLYN,7,2018,White,3433,611,464,13.5,760,22.1,1168,34,1041,30.3,2209,64.3
BROOKLYN,7,2018,Asian,3515,610,589,16.8,733,20.9,1145,32.6,1048,29.8,2193,62.4
BROOKLYN,7,2018,Hispanic,5575,597,1766,31.7,2047,36.7,1356,24.3,406,7.3,1762,31.6
BROOKLYN,7,2018,Black,5948,598,1854,31.2,2218,37.3,1499,25.2,377,6.3,1876,31.5
BROOKLYN,8,2013,White,2891,309,559,19.3,1015,35.1,868,30,449,15.5,1317,45.6
BROOKLYN,8,2013,Asian,3105,305,724,23.3,1011,32.6,911,29.3,459,14.8,1370,44.1
BROOKLYN,8,2013,Hispanic,5842,284,2669,45.7,2228,38.1,766,13.1,179,3.1,945,16.2
BROOKLYN,8,2013,Black,8884,286,3900,43.9,3438,38.7,1276,14.4,270,3,1546,17.4
BROOKLYN,8,2014,White,3092,312,508,16.4,1060,34.3,949,30.7,575,18.6,1524,49.3
BROOKLYN,8,2014,Asian,3225,309,693,21.5,948,29.4,1005,31.2,579,18,1584,49.1
BROOKLYN,8,2014,Hispanic,5821,289,2183,37.5,2458,42.2,947,16.3,233,4,1180,20.3
BROOKLYN,8,2014,Black,8358,290,3067,36.7,3574,42.8,1366,16.3,351,4.2,1717,20.5
BROOKLYN,8,2015,White,3046,315,425,14,908,29.8,1114,36.6,599,19.7,1713,56.2
BROOKLYN,8,2015,Asian,3112,315,505,16.2,852,27.4,1062,34.1,693,22.3,1755,56.4
BROOKLYN,8,2015,Hispanic,5447,292,1763,32.4,2419,44.4,1048,19.2,217,4,1265,23.2
BROOKLYN,8,2015,Black,7518,292,2542,33.8,3182,42.3,1460,19.4,334,4.4,1794,23.9
BROOKLYN,8,2016,White,2995,321,338,11.3,780,26,1058,35.3,819,27.3,1877,62.7
BROOKLYN,8,2016,Asian,3122,319,434,13.9,802,25.7,1040,33.3,846,27.1,1886,60.4
BROOKLYN,8,2016,Hispanic,5482,299,1425,26,2372,43.3,1268,23.1,417,7.6,1685,30.7
BROOKLYN,8,2016,Black,6936,300,1675,24.1,3094,44.6,1656,23.9,511,7.4,2167,31.2
BROOKLYN,8,2017,White,3193,324,340,10.6,710,22.2,1140,35.7,1003,31.4,2143,67.1
BROOKLYN,8,2017,Asian,3264,323,379,11.6,762,23.3,1116,34.2,1007,30.9,2123,65
BROOKLYN,8,2017,Hispanic,5246,303,1213,23.1,2005,38.2,1528,29.1,500,9.5,2028,38.7
BROOKLYN,8,2017,Black,6234,305,1238,19.9,2505,40.2,1825,29.3,666,10.7,2491,40
BROOKLYN,8,2018,White,3195,610,296,9.3,708,22.2,936,29.3,1255,39.3,2191,68.6
BROOKLYN,8,2018,Asian,3506,610,390,11.1,673,19.2,982,28,1461,41.7,2443,69.7
BROOKLYN,8,2018,Hispanic,5289,597,1073,20.3,2078,39.3,1353,25.6,785,14.8,2138,40.4
BROOKLYN,8,2018,Black,5658,598,989,17.5,2324,41.1,1523,26.9,822,14.5,2345,41.4
BROOKLYN,All Grades,2013,Asian,18925,309,4247,22.4,6408,33.9,5430,28.7,2840,15,8270,43.7
BROOKLYN,All Grades,2013,White,20220,313,3937,19.5,6673,33,6161,30.5,3449,17.1,9610,47.5
BROOKLYN,All Grades,2013,Hispanic,36070,288,16029,44.4,13947,38.7,4977,13.8,1117,3.1,6094,16.9
BROOKLYN,All Grades,2013,Black,49034,289,21276,43.4,19088,38.9,7030,14.3,1640,3.3,8670,17.7
BROOKLYN,All Grades,2014,Asian,19423,310,4197,21.6,6243,32.1,5763,29.7,3220,16.6,8983,46.2
BROOKLYN,All Grades,2014,White,20327,315,3533,17.4,6410,31.5,6436,31.7,3948,19.4,10384,51.1
BROOKLYN,All Grades,2014,Hispanic,35386,290,14514,41,14016,39.6,5500,15.5,1356,3.8,6856,19.4
BROOKLYN,All Grades,2014,Black,44509,290,18099,40.7,17563,39.5,6984,15.7,1863,4.2,8847,19.9
BROOKLYN,All Grades,2015,Asian,19977,312,4109,20.6,6044,30.3,6116,30.6,3708,18.6,9824,49.2
BROOKLYN,All Grades,2015,White,20370,315,3517,17.3,6289,30.9,6452,31.7,4112,20.2,10564,51.9
BROOKLYN,All Grades,2015,Hispanic,34610,290,13958,40.3,13494,39,5651,16.3,1507,4.4,7158,20.7
BROOKLYN,All Grades,2015,Black,40672,290,16544,40.7,15762,38.8,6560,16.1,1806,4.4,8366,20.6
BROOKLYN,All Grades,2016,White,20760,321,2884,13.9,5446,26.2,7095,34.2,5335,25.7,12430,59.9
BROOKLYN,All Grades,2016,Asian,20821,317,3509,16.9,5951,28.6,6655,32,4706,22.6,11361,54.6
BROOKLYN,All Grades,2016,Hispanic,34495,297,11513,33.4,13243,38.4,7405,21.5,2334,6.8,9739,28.2
BROOKLYN,All Grades,2016,Black,37868,298,11992,31.7,14960,39.5,8232,21.7,2684,7.1,10916,28.8
BROOKLYN,All Grades,2017,White,21266,322,2997,14.1,5371,25.3,6926,32.6,5972,28.1,12898,60.7
BROOKLYN,All Grades,2017,Asian,21672,319,3576,16.5,5765,26.6,6829,31.5,5502,25.4,12331,56.9
BROOKLYN,All Grades,2017,Hispanic,34304,298,11071,32.3,12838,37.4,7614,22.2,2781,8.1,10395,30.3
BROOKLYN,All Grades,2017,Black,35820,299,10987,30.7,13772,38.4,8026,22.4,3035,8.5,11061,30.9
BROOKLYN,All Grades,2018,White,21545,610,2704,12.6,4654,21.6,7179,33.3,7008,32.5,14187,65.8
BROOKLYN,All Grades,2018,Asian,22256,608,3277,14.7,4864,21.9,7024,31.6,7091,31.9,14115,63.4
BROOKLYN,All Grades,2018,Hispanic,34036,597,9760,28.7,11736,34.5,8762,25.7,3778,11.1,12540,36.8
BROOKLYN,All Grades,2018,Black,34165,597,9852,28.8,11933,34.9,8492,24.9,3888,11.4,12380,36.2
MANHATTAN,3,2013,Asian,1202,318,224,18.6,343,28.5,501,41.7,134,11.1,635,52.8
MANHATTAN,3,2013,Black,1607,287,819,51,503,31.3,253,15.7,32,2,285,17.7
MANHATTAN,3,2013,White,2050,327,207,10.1,496,24.2,1032,50.3,315,15.4,1347,65.7
MANHATTAN,3,2013,Hispanic,4105,288,2034,49.5,1324,32.3,696,17,51,1.2,747,18.2
MANHATTAN,3,2014,Asian,1233,319,201,16.3,335,27.2,537,43.6,160,13,697,56.5
MANHATTAN,3,2014,Black,1541,286,768,49.8,457,29.7,291,18.9,25,1.6,316,20.5
MANHATTAN,3,2014,White,2053,325,240,11.7,444,21.6,1081,52.7,288,14,1369,66.7
MANHATTAN,3,2014,Hispanic,4063,287,1972,48.5,1264,31.1,762,18.8,65,1.6,827,20.4
MANHATTAN,3,2015,Asian,1260,320,196,15.6,374,29.7,524,41.6,166,13.2,690,54.8
MANHATTAN,3,2015,Black,1299,290,604,46.5,416,32,247,19,32,2.5,279,21.5
MANHATTAN,3,2015,White,1948,328,188,9.7,471,24.2,932,47.8,357,18.3,1289,66.2
MANHATTAN,3,2015,Hispanic,3832,289,1795,46.8,1236,32.3,711,18.6,90,2.3,801,20.9
MANHATTAN,3,2016,Black,1216,300,452,37.2,401,33,310,25.5,53,4.4,363,29.9
MANHATTAN,3,2016,Asian,1280,333,116,9.1,256,20,611,47.7,297,23.2,908,70.9
MANHATTAN,3,2016,White,2055,337,115,5.6,347,16.9,1084,52.7,509,24.8,1593,77.5
MANHATTAN,3,2016,Hispanic,3648,301,1273,34.9,1198,32.8,1041,28.5,136,3.7,1177,32.3
MANHATTAN,3,2017,Asian,1102,335,95,8.6,206,18.7,499,45.3,302,27.4,801,72.7
MANHATTAN,3,2017,Black,1164,297,476,40.9,343,29.5,303,26,42,3.6,345,29.6
MANHATTAN,3,2017,White,2057,337,100,4.9,321,15.6,1139,55.4,497,24.2,1636,79.5
MANHATTAN,3,2017,Hispanic,3431,301,1182,34.5,1092,31.8,989,28.8,168,4.9,1157,33.7
MANHATTAN,3,2018,Asian,1104,615,77,7,167,15.1,544,49.3,316,28.6,860,77.9
MANHATTAN,3,2018,Black,1182,594,311,26.3,447,37.8,378,32,46,3.9,424,35.9
MANHATTAN,3,2018,White,2048,617,75,3.7,248,12.1,1177,57.5,548,26.8,1725,84.2
MANHATTAN,3,2018,Hispanic,3281,596,724,22.1,1171,35.7,1230,37.5,156,4.8,1386,42.2
MANHATTAN,4,2013,Asian,1188,322,128,10.8,369,31.1,369,31.1,322,27.1,691,58.2
MANHATTAN,4,2013,Black,1613,289,679,42.1,624,38.7,224,13.9,86,5.3,310,19.2
MANHATTAN,4,2013,White,1791,327,145,8.1,439,24.5,631,35.2,576,32.2,1207,67.4
MANHATTAN,4,2013,Hispanic,4049,288,1684,41.6,1700,42,515,12.7,150,3.7,665,16.4
MANHATTAN,4,2014,Asian,1179,323,137,11.6,319,27.1,396,33.6,327,27.7,723,61.3
MANHATTAN,4,2014,Black,1532,290,651,42.5,554,36.2,235,15.3,92,6,327,21.3
MANHATTAN,4,2014,White,1980,331,132,6.7,415,21,657,33.2,776,39.2,1433,72.4
MANHATTAN,4,2014,Hispanic,4048,288,1755,43.4,1502,37.1,615,15.2,176,4.3,791,19.5
MANHATTAN,4,2015,Asian,1218,325,127,10.4,312,25.6,403,33.1,376,30.9,779,64
MANHATTAN,4,2015,Black,1485,288,632,42.6,565,38,208,14,80,5.4,288,19.4
MANHATTAN,4,2015,White,1930,335,98,5.1,344,17.8,634,32.8,854,44.2,1488,77.1
MANHATTAN,4,2015,Hispanic,3942,291,1518,38.5,1619,41.1,553,14,252,6.4,805,20.4
MANHATTAN,4,2016,Asian,1233,328,97,7.9,296,24,389,31.5,451,36.6,840,68.1
MANHATTAN,4,2016,Black,1319,297,425,32.2,549,41.6,248,18.8,97,7.4,345,26.2
MANHATTAN,4,2016,White,1904,336,94,4.9,273,14.3,607,31.9,930,48.8,1537,80.7
MANHATTAN,4,2016,Hispanic,3733,299,1156,31,1475,39.5,776,20.8,326,8.7,1102,29.5
MANHATTAN,4,2017,Black,1168,298,372,31.8,444,38,236,20.2,116,9.9,352,30.1
MANHATTAN,4,2017,Asian,1247,334,75,6,247,19.8,370,29.7,555,44.5,925,74.2
MANHATTAN,4,2017,White,1980,339,78,3.9,272,13.7,622,31.4,1008,50.9,1630,82.3
MANHATTAN,4,2017,Hispanic,3451,301,1000,29,1332,38.6,733,21.2,386,11.2,1119,32.4
MANHATTAN,4,2018,Asian,1075,618,55,5.1,157,14.6,277,25.8,586,54.5,863,80.3
MANHATTAN,4,2018,Black,1193,595,323,27.1,446,37.4,276,23.1,148,12.4,424,35.5
MANHATTAN,4,2018,White,1978,620,45,2.3,219,11.1,559,28.3,1155,58.4,1714,86.7
MANHATTAN,4,2018,Hispanic,3386,596,786,23.2,1266,37.4,904,26.7,430,12.7,1334,39.4
MANHATTAN,5,2013,Asian,1090,325,123,11.3,292,26.8,373,34.2,302,27.7,675,61.9
MANHATTAN,5,2013,Black,1554,289,733,47.2,559,36,195,12.5,67,4.3,262,16.9
MANHATTAN,5,2013,White,1657,329,163,9.8,364,22,615,37.1,515,31.1,1130,68.2
MANHATTAN,5,2013,Hispanic,3763,290,1675,44.5,1416,37.6,535,14.2,137,3.6,672,17.9
MANHATTAN,5,2014,Asian,1191,323,156,13.1,332,27.9,349,29.3,354,29.7,703,59
MANHATTAN,5,2014,Black,1466,289,694,47.3,501,34.2,186,12.7,85,5.8,271,18.5
MANHATTAN,5,2014,White,1722,330,156,9.1,355,20.6,567,32.9,644,37.4,1211,70.3
MANHATTAN,5,2014,Hispanic,3646,288,1670,45.8,1321,36.2,483,13.2,172,4.7,655,18
MANHATTAN,5,2015,Asian,1165,325,127,10.9,316,27.1,357,30.6,365,31.3,722,62
MANHATTAN,5,2015,Black,1415,288,655,46.3,494,34.9,199,14.1,67,4.7,266,18.8
MANHATTAN,5,2015,White,1841,330,133,7.2,386,21,666,36.2,656,35.6,1322,71.8
MANHATTAN,5,2015,Hispanic,3552,288,1580,44.5,1303,36.7,497,14,172,4.8,669,18.8
MANHATTAN,5,2016,Asian,1203,322,190,15.8,280,23.3,388,32.3,345,28.7,733,60.9
MANHATTAN,5,2016,Black,1388,286,679,48.9,399,28.7,241,17.4,69,5,310,22.3
MANHATTAN,5,2016,White,1831,331,173,9.4,295,16.1,646,35.3,717,39.2,1363,74.4
MANHATTAN,5,2016,Hispanic,3536,289,1595,45.1,1074,30.4,657,18.6,210,5.9,867,24.5
MANHATTAN,5,2017,Asian,1167,329,130,11.1,277,23.7,354,30.3,406,34.8,760,65.1
MANHATTAN,5,2017,Black,1208,296,472,39.1,407,33.7,225,18.6,104,8.6,329,27.2
MANHATTAN,5,2017,White,1756,340,93,5.3,282,16.1,557,31.7,824,46.9,1381,78.6
MANHATTAN,5,2017,Hispanic,3297,296,1245,37.8,1130,34.3,602,18.3,320,9.7,922,28
MANHATTAN,5,2018,Black,1162,596,499,42.9,343,29.5,215,18.5,105,9,320,27.5
MANHATTAN,5,2018,Asian,1208,617,112,9.3,242,20,330,27.3,524,43.4,854,70.7
MANHATTAN,5,2018,White,1904,620,117,6.1,306,16.1,520,27.3,961,50.5,1481,77.8
